1124244	9811b45c-4747-4768-b87c-597f4d649f2e	1	It	0	2	3	has	nsubj
1124244	9811b45c-4747-4768-b87c-597f4d649f2e	2	still	3	8	3	has	advmod
1124244	9811b45c-4747-4768-b87c-597f4d649f2e	3	has	9	12	0	root	root
1124244	9811b45c-4747-4768-b87c-597f4d649f2e	4	the	13	16	7	effect	det
1124244	9811b45c-4747-4768-b87c-597f4d649f2e	5	same	17	21	7	effect	amod
1124244	9811b45c-4747-4768-b87c-597f4d649f2e	6	addictive	22	31	7	effect	amod
1124244	9811b45c-4747-4768-b87c-597f4d649f2e	7	effect	32	38	3	has	obj
1124244	9811b45c-4747-4768-b87c-597f4d649f2e	8	on	39	41	10	body	case
1124244	9811b45c-4747-4768-b87c-597f4d649f2e	9	the	42	45	10	body	det
1124244	9811b45c-4747-4768-b87c-597f4d649f2e	10	body	46	50	7	effect	nmod
1124244	9811b45c-4747-4768-b87c-597f4d649f2e	11	.	50	51	3	has	punct
1124244	9811b45c-4747-4768-b87c-597f4d649f2e	12	)	51	52	3	has	punct
1124244	ada10128-9bab-4b50-a1a5-6931f8948d29	1	Addiction	-1	8	7	addiction	nsubj
1124244	ada10128-9bab-4b50-a1a5-6931f8948d29	2	to	9	11	3	sugar	case
1124244	ada10128-9bab-4b50-a1a5-6931f8948d29	3	sugar	12	17	1	Addiction	nmod
1124244	ada10128-9bab-4b50-a1a5-6931f8948d29	4	is	18	20	7	addiction	cop
1124244	ada10128-9bab-4b50-a1a5-6931f8948d29	5	a	21	22	7	addiction	det
1124244	ada10128-9bab-4b50-a1a5-6931f8948d29	6	documented	23	33	7	addiction	amod
1124244	ada10128-9bab-4b50-a1a5-6931f8948d29	7	addiction	34	43	0	root	root
1124244	ada10128-9bab-4b50-a1a5-6931f8948d29	8	.	43	44	7	addiction	punct
1124244	84334e37-c8f3-4e8d-99ac-39e1c2d098d6	1	The	0	3	2	sugar	det
1124244	84334e37-c8f3-4e8d-99ac-39e1c2d098d6	2	sugar	4	9	12	sets	nsubj
1124244	84334e37-c8f3-4e8d-99ac-39e1c2d098d6	3	(	10	11	6	cane	punct
1124244	84334e37-c8f3-4e8d-99ac-39e1c2d098d6	4	be	11	13	6	cane	cop
1124244	84334e37-c8f3-4e8d-99ac-39e1c2d098d6	5	it	14	16	6	cane	compound
1124244	84334e37-c8f3-4e8d-99ac-39e1c2d098d6	6	cane	17	21	2	sugar	appos
1124244	84334e37-c8f3-4e8d-99ac-39e1c2d098d6	7	or	22	24	10	kind	cc
1124244	84334e37-c8f3-4e8d-99ac-39e1c2d098d6	8	any	25	28	10	kind	det
1124244	84334e37-c8f3-4e8d-99ac-39e1c2d098d6	9	other	29	34	10	kind	amod
1124244	84334e37-c8f3-4e8d-99ac-39e1c2d098d6	10	kind	35	39	6	cane	conj
1124244	84334e37-c8f3-4e8d-99ac-39e1c2d098d6	11	)	39	40	6	cane	punct
1124244	84334e37-c8f3-4e8d-99ac-39e1c2d098d6	12	sets	41	45	0	root	root
1124244	84334e37-c8f3-4e8d-99ac-39e1c2d098d6	13	up	46	48	12	sets	compound:prt
1124244	84334e37-c8f3-4e8d-99ac-39e1c2d098d6	14	a	49	50	15	craving	det
1124244	84334e37-c8f3-4e8d-99ac-39e1c2d098d6	15	craving	51	58	12	sets	obj
1124244	84334e37-c8f3-4e8d-99ac-39e1c2d098d6	16	for	59	62	18	sugar	case
1124244	84334e37-c8f3-4e8d-99ac-39e1c2d098d6	17	more	63	67	18	sugar	amod
1124244	84334e37-c8f3-4e8d-99ac-39e1c2d098d6	18	sugar	68	73	15	craving	nmod
1124244	84334e37-c8f3-4e8d-99ac-39e1c2d098d6	19	,	73	74	23	run	punct
1124244	84334e37-c8f3-4e8d-99ac-39e1c2d098d6	20	and	75	78	23	run	cc
1124244	84334e37-c8f3-4e8d-99ac-39e1c2d098d6	21	things	79	85	23	run	nsubj
1124244	84334e37-c8f3-4e8d-99ac-39e1c2d098d6	22	just	86	90	23	run	advmod
1124244	84334e37-c8f3-4e8d-99ac-39e1c2d098d6	23	run	91	94	12	sets	conj
1124244	84334e37-c8f3-4e8d-99ac-39e1c2d098d6	24	out	95	98	26	control	case
1124244	84334e37-c8f3-4e8d-99ac-39e1c2d098d6	25	of	99	101	26	control	case
1124244	84334e37-c8f3-4e8d-99ac-39e1c2d098d6	26	control	102	109	23	run	obl
1124244	84334e37-c8f3-4e8d-99ac-39e1c2d098d6	27	!	109	110	12	sets	punct
1124244	634c1dbb-c99f-41db-aacf-cee1f0d8f115	1	--	0	2	0	root	root
1124244	ac7a84a3-5bb8-48e7-8d58-ef31f7a2a287	1	Been	0	4	0	root	root
1124244	7c96b3ce-77b4-468c-9331-87a9bc02baf9	1	There	0	5	0	root	root
1124244	7c96b3ce-77b4-468c-9331-87a9bc02baf9	2	,	5	6	1	There	punct
1124244	d2b3ae1c-3b08-4ec6-a219-51b627fd711b	1	Done	0	4	0	root	root
1124244	2c54951a-b28d-4016-904b-d6b2ce0becd8	1	That	0	4	0	root	root
1124244	2c54951a-b28d-4016-904b-d6b2ce0becd8	2	in	5	7	4	MexicoDear	case
1124244	2c54951a-b28d-4016-904b-d6b2ce0becd8	3	New	8	11	4	MexicoDear	compound
1124244	2c54951a-b28d-4016-904b-d6b2ce0becd8	4	MexicoDear	12	22	1	That	nmod
1124244	2c54951a-b28d-4016-904b-d6b2ce0becd8	5	Been	23	27	1	That	cop
1124244	6f3eddf9-2279-4883-a28e-00e05ce74ae3	1	There	0	5	0	root	root
1124244	6f3eddf9-2279-4883-a28e-00e05ce74ae3	2	,	5	6	1	There	punct
1124244	d2b3ae1c-3b08-4ec6-a219-51b627fd711b	1	Done	0	4	0	root	root
1124244	285a6cb8-e59c-4aa8-b5e7-25a730e12753	1	That	0	4	3	Thank	nsubj
1124244	285a6cb8-e59c-4aa8-b5e7-25a730e12753	2	:	4	5	3	Thank	punct
1124244	285a6cb8-e59c-4aa8-b5e7-25a730e12753	3	Thank	6	11	0	root	root
1124244	285a6cb8-e59c-4aa8-b5e7-25a730e12753	4	you	12	15	3	Thank	obj
1124244	285a6cb8-e59c-4aa8-b5e7-25a730e12753	5	for	16	19	6	writing	case
1124244	285a6cb8-e59c-4aa8-b5e7-25a730e12753	6	writing	20	27	3	Thank	advcl
1124244	285a6cb8-e59c-4aa8-b5e7-25a730e12753	7	in	28	30	6	writing	advmod
1124244	285a6cb8-e59c-4aa8-b5e7-25a730e12753	8	to	31	33	9	share	mark
1124244	285a6cb8-e59c-4aa8-b5e7-25a730e12753	9	share	34	39	3	Thank	advcl
1124244	285a6cb8-e59c-4aa8-b5e7-25a730e12753	10	about	40	45	14	process	mark
1124244	285a6cb8-e59c-4aa8-b5e7-25a730e12753	11	how	46	49	14	process	advmod
1124244	285a6cb8-e59c-4aa8-b5e7-25a730e12753	12	our	50	53	13	bodies	nmod:poss
1124244	285a6cb8-e59c-4aa8-b5e7-25a730e12753	13	bodies	54	60	14	process	nsubj
1124244	285a6cb8-e59c-4aa8-b5e7-25a730e12753	14	process	61	68	9	share	advcl
1124244	285a6cb8-e59c-4aa8-b5e7-25a730e12753	15	all	69	72	16	types	det
1124244	285a6cb8-e59c-4aa8-b5e7-25a730e12753	16	types	73	78	14	process	obj
1124244	285a6cb8-e59c-4aa8-b5e7-25a730e12753	17	of	79	81	18	sugar	case
1124244	285a6cb8-e59c-4aa8-b5e7-25a730e12753	18	sugar	82	87	16	types	nmod
1124244	285a6cb8-e59c-4aa8-b5e7-25a730e12753	19	,	87	88	16	types	punct
1124244	285a6cb8-e59c-4aa8-b5e7-25a730e12753	20	especially	89	99	22	Halloween	advmod
1124244	285a6cb8-e59c-4aa8-b5e7-25a730e12753	21	with	100	104	22	Halloween	case
1124244	285a6cb8-e59c-4aa8-b5e7-25a730e12753	22	Halloween	105	114	16	types	nmod
1124244	285a6cb8-e59c-4aa8-b5e7-25a730e12753	23	right	115	120	26	corner	advmod
1124244	285a6cb8-e59c-4aa8-b5e7-25a730e12753	24	around	121	127	26	corner	case
1124244	285a6cb8-e59c-4aa8-b5e7-25a730e12753	25	the	128	131	26	corner	det
1124244	285a6cb8-e59c-4aa8-b5e7-25a730e12753	26	corner	132	138	22	Halloween	nmod
1124244	285a6cb8-e59c-4aa8-b5e7-25a730e12753	27	.	138	139	3	Thank	punct
1124244	3857f422-c8ca-4fb3-b13c-7eae70a431d6	1	"	-1	0	0	root	root
1124244	0c1186a9-38f6-487f-bfa7-04491c0a7cb5	1	Ask	-1	2	0	root	root
1124244	0c1186a9-38f6-487f-bfa7-04491c0a7cb5	2	Me	3	5	1	Ask	iobj
1124244	0c1186a9-38f6-487f-bfa7-04491c0a7cb5	3	Anything	6	14	1	Ask	obj
1124244	0c1186a9-38f6-487f-bfa7-04491c0a7cb5	4	:	14	15	3	Anything	punct
1124244	0c1186a9-38f6-487f-bfa7-04491c0a7cb5	5	A	16	17	6	Year	det
1124244	0c1186a9-38f6-487f-bfa7-04491c0a7cb5	6	Year	18	22	3	Anything	appos
1124244	0c1186a9-38f6-487f-bfa7-04491c0a7cb5	7	of	23	25	8	Advice	case
1124244	0c1186a9-38f6-487f-bfa7-04491c0a7cb5	8	Advice	26	32	6	Year	nmod
1124244	0c1186a9-38f6-487f-bfa7-04491c0a7cb5	9	From	33	37	11	Annie	case
1124244	0c1186a9-38f6-487f-bfa7-04491c0a7cb5	10	Dear	38	42	11	Annie	amod
1124244	0c1186a9-38f6-487f-bfa7-04491c0a7cb5	11	Annie	43	48	8	Advice	nmod
1124244	0c1186a9-38f6-487f-bfa7-04491c0a7cb5	12	"	48	49	11	Annie	punct
1124244	0c1186a9-38f6-487f-bfa7-04491c0a7cb5	13	is	50	52	14	out	cop
1124244	0c1186a9-38f6-487f-bfa7-04491c0a7cb5	14	out	53	56	3	Anything	acl
1124244	0c1186a9-38f6-487f-bfa7-04491c0a7cb5	15	now	57	60	14	out	advmod
1124244	0c1186a9-38f6-487f-bfa7-04491c0a7cb5	16	!	60	61	1	Ask	punct
1124244	9f243dd6-d580-45fe-b993-4b624f4ace4c	1	Annie	0	5	5	book	nmod:poss
1124244	9f243dd6-d580-45fe-b993-4b624f4ace4c	2	Lane	6	10	1	Annie	flat
1124244	9f243dd6-d580-45fe-b993-4b624f4ace4c	3	`s	10	12	1	Annie	case
1124244	9f243dd6-d580-45fe-b993-4b624f4ace4c	4	debut	13	18	5	book	compound
1124244	9f243dd6-d580-45fe-b993-4b624f4ace4c	5	book	19	23	20	available	nsubj
1124244	9f243dd6-d580-45fe-b993-4b624f4ace4c	6	--	24	26	5	book	punct
1124244	9f243dd6-d580-45fe-b993-4b624f4ace4c	7	featuring	27	36	5	book	acl
1124244	9f243dd6-d580-45fe-b993-4b624f4ace4c	8	favorite	37	45	9	columns	amod
1124244	9f243dd6-d580-45fe-b993-4b624f4ace4c	9	columns	46	53	7	featuring	obj
1124244	9f243dd6-d580-45fe-b993-4b624f4ace4c	10	on	54	56	11	love	case
1124244	9f243dd6-d580-45fe-b993-4b624f4ace4c	11	love	57	61	9	columns	nmod
1124244	9f243dd6-d580-45fe-b993-4b624f4ace4c	12	,	61	62	13	friendship	punct
1124244	9f243dd6-d580-45fe-b993-4b624f4ace4c	13	friendship	63	73	11	love	conj
1124244	9f243dd6-d580-45fe-b993-4b624f4ace4c	14	,	73	74	15	family	punct
1124244	9f243dd6-d580-45fe-b993-4b624f4ace4c	15	family	75	81	11	love	conj
1124244	9f243dd6-d580-45fe-b993-4b624f4ace4c	16	and	82	85	17	etiquette	cc
1124244	9f243dd6-d580-45fe-b993-4b624f4ace4c	17	etiquette	86	95	11	love	conj
1124244	9f243dd6-d580-45fe-b993-4b624f4ace4c	18	--	96	98	20	available	punct
1124244	9f243dd6-d580-45fe-b993-4b624f4ace4c	19	is	99	101	20	available	cop
1124244	9f243dd6-d580-45fe-b993-4b624f4ace4c	20	available	102	111	0	root	root
1124244	9f243dd6-d580-45fe-b993-4b624f4ace4c	21	as	112	114	23	paperback	case
1124244	9f243dd6-d580-45fe-b993-4b624f4ace4c	22	a	115	116	23	paperback	det
1124244	9f243dd6-d580-45fe-b993-4b624f4ace4c	23	paperback	117	126	20	available	obl
1124244	9f243dd6-d580-45fe-b993-4b624f4ace4c	24	and	127	130	25	e-book	cc
1124244	9f243dd6-d580-45fe-b993-4b624f4ace4c	25	e-book	131	137	23	paperback	conj
1124244	9f243dd6-d580-45fe-b993-4b624f4ace4c	26	.	137	138	20	available	punct
1124244	3e731119-e4d4-452f-b297-b4004603870c	1	Visit	0	5	0	root	root
1124244	e7c96b23-cd09-44cb-ac51-d75f862dc928	1	http://www.creatorspublishing.com	0	33	0	root	root
1124244	e7c96b23-cd09-44cb-ac51-d75f862dc928	2	for	34	37	4	information	case
1124244	e7c96b23-cd09-44cb-ac51-d75f862dc928	3	more	38	42	4	information	amod
1124244	e7c96b23-cd09-44cb-ac51-d75f862dc928	4	information	43	54	1	http://www.creatorspublishing.com	obl
1124244	e7c96b23-cd09-44cb-ac51-d75f862dc928	5	.	54	55	1	http://www.creatorspublishing.com	punct
1124244	d1b66012-95bb-4f18-8825-847e73161fee	1	Send	0	4	0	root	root
1124244	d1b66012-95bb-4f18-8825-847e73161fee	2	your	5	9	3	questions	nmod:poss
1124244	d1b66012-95bb-4f18-8825-847e73161fee	3	questions	10	19	1	Send	obj
1124244	d1b66012-95bb-4f18-8825-847e73161fee	4	for	20	23	5	Annie	case
1124244	d1b66012-95bb-4f18-8825-847e73161fee	5	Annie	24	29	1	Send	obl
1124244	d1b66012-95bb-4f18-8825-847e73161fee	6	Lane	30	34	5	Annie	flat
1124244	d1b66012-95bb-4f18-8825-847e73161fee	7	to	35	37	8	dearannie@creators.com	case
1124244	d1b66012-95bb-4f18-8825-847e73161fee	8	dearannie@creators.com	38	60	1	Send	obl
1124244	d1b66012-95bb-4f18-8825-847e73161fee	9	.	60	61	1	Send	punct
1124244	603e0948-2888-4487-8c35-09b4523e539d	1	COPYRIGHT	-1	8	0	root	root
1124244	603e0948-2888-4487-8c35-09b4523e539d	2	2019	9	13	1	COPYRIGHT	nummod
1124244	603e0948-2888-4487-8c35-09b4523e539d	3	CREATORS.COM	14	26	1	COPYRIGHT	appos
1124287	a8bdacb2-682d-4f46-ac7d-17b2c6a2ded4	1	The	0	3	3	staff	det
1124287	a8bdacb2-682d-4f46-ac7d-17b2c6a2ded4	2	library	4	11	3	staff	compound
1124287	a8bdacb2-682d-4f46-ac7d-17b2c6a2ded4	3	staff	12	17	5	seen	nsubj
1124287	a8bdacb2-682d-4f46-ac7d-17b2c6a2ded4	4	has	18	21	5	seen	aux
1124287	a8bdacb2-682d-4f46-ac7d-17b2c6a2ded4	5	seen	22	26	0	root	root
1124287	a8bdacb2-682d-4f46-ac7d-17b2c6a2ded4	6	the	27	30	8	epidemic	det
1124287	a8bdacb2-682d-4f46-ac7d-17b2c6a2ded4	7	heroin	31	37	8	epidemic	compound
1124287	a8bdacb2-682d-4f46-ac7d-17b2c6a2ded4	8	epidemic	38	46	5	seen	obj
1124287	a8bdacb2-682d-4f46-ac7d-17b2c6a2ded4	9	up	47	49	10	close	case
1124287	a8bdacb2-682d-4f46-ac7d-17b2c6a2ded4	10	close	50	55	5	seen	obl
1124287	a8bdacb2-682d-4f46-ac7d-17b2c6a2ded4	11	,	55	56	5	seen	punct
1124287	a8bdacb2-682d-4f46-ac7d-17b2c6a2ded4	12	with	57	61	14	training	case
1124287	a8bdacb2-682d-4f46-ac7d-17b2c6a2ded4	13	staff	62	67	14	training	compound
1124287	a8bdacb2-682d-4f46-ac7d-17b2c6a2ded4	14	training	68	76	5	seen	obl
1124287	a8bdacb2-682d-4f46-ac7d-17b2c6a2ded4	15	on	77	79	16	overdoses	case
1124287	a8bdacb2-682d-4f46-ac7d-17b2c6a2ded4	16	overdoses	80	89	14	training	nmod
1124287	a8bdacb2-682d-4f46-ac7d-17b2c6a2ded4	17	and	90	93	18	administering	cc
1124287	a8bdacb2-682d-4f46-ac7d-17b2c6a2ded4	18	administering	94	107	16	overdoses	conj
1124287	a8bdacb2-682d-4f46-ac7d-17b2c6a2ded4	19	naloxone	108	116	18	administering	obj
1124287	a8bdacb2-682d-4f46-ac7d-17b2c6a2ded4	20	.	116	117	5	seen	punct
1124287	a70ecc42-ea61-47dc-a048-1c23bb0b2cd8	1	But	0	3	4	want	cc
1124287	a70ecc42-ea61-47dc-a048-1c23bb0b2cd8	2	they	4	8	4	want	nsubj
1124287	a70ecc42-ea61-47dc-a048-1c23bb0b2cd8	3	also	9	13	4	want	advmod
1124287	a70ecc42-ea61-47dc-a048-1c23bb0b2cd8	4	want	14	18	0	root	root
1124287	a70ecc42-ea61-47dc-a048-1c23bb0b2cd8	5	the	19	22	6	library	det
1124287	a70ecc42-ea61-47dc-a048-1c23bb0b2cd8	6	library	23	30	4	want	obj
1124287	a70ecc42-ea61-47dc-a048-1c23bb0b2cd8	7	to	31	33	8	provide	mark
1124287	a70ecc42-ea61-47dc-a048-1c23bb0b2cd8	8	provide	34	41	6	library	acl
1124287	a70ecc42-ea61-47dc-a048-1c23bb0b2cd8	9	a	42	43	11	space	det
1124287	a70ecc42-ea61-47dc-a048-1c23bb0b2cd8	10	safe	44	48	11	space	amod
1124287	a70ecc42-ea61-47dc-a048-1c23bb0b2cd8	11	space	49	54	8	provide	obj
1124287	a70ecc42-ea61-47dc-a048-1c23bb0b2cd8	12	for	55	58	13	children	case
1124287	a70ecc42-ea61-47dc-a048-1c23bb0b2cd8	13	children	59	67	11	space	nmod
1124287	a70ecc42-ea61-47dc-a048-1c23bb0b2cd8	14	.	67	68	4	want	punct
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	1	They	0	4	2	have	nsubj
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	2	have	5	9	0	root	root
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	3	programs	10	18	2	have	obj
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	4	for	19	22	6	holiday	case
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	5	every	23	28	6	holiday	det
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	6	holiday	29	36	3	programs	nmod
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	7	,	36	37	2	have	punct
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	8	library	38	45	9	supervisor	compound
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	9	supervisor	46	56	10	Judi	compound
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	10	Judi	57	61	12	said	nsubj
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	11	Moore	62	67	10	Judi	flat
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	12	said	68	72	2	have	parataxis
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	13	,	72	73	21	have	punct
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	14	and	74	77	21	have	cc
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	15	for	78	81	16	Halloween	case
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	16	Halloween	82	91	21	have	obl
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	17	,	91	92	21	have	punct
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	18	they	93	97	21	have	nsubj
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	19	’ll	97	100	21	have	aux
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	20	also	101	105	21	have	advmod
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	21	have	106	110	2	have	conj
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	22	prizes	111	117	21	have	obj
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	23	for	118	121	24	costumes	case
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	24	costumes	122	130	22	prizes	nmod
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	25	,	130	131	27	making	punct
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	26	slime	132	137	27	making	compound
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	27	making	138	144	24	costumes	conj
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	28	,	144	145	31	crafts	punct
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	29	and	146	149	31	crafts	cc
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	30	other	150	155	31	crafts	amod
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	31	crafts	156	162	24	costumes	conj
1124287	8bf71c39-89c6-4274-91ab-0e6e49083f60	32	.	162	163	2	have	punct
1124287	b1c3b5c1-7f52-4541-a4b0-3e5c1a83373f	1	There	0	5	3	be	expl
1124287	b1c3b5c1-7f52-4541-a4b0-3e5c1a83373f	2	will	6	10	3	be	aux
1124287	b1c3b5c1-7f52-4541-a4b0-3e5c1a83373f	3	be	11	13	0	root	root
1124287	b1c3b5c1-7f52-4541-a4b0-3e5c1a83373f	4	costume	14	21	6	making	compound
1124287	b1c3b5c1-7f52-4541-a4b0-3e5c1a83373f	5	-	21	22	6	making	punct
1124287	b1c3b5c1-7f52-4541-a4b0-3e5c1a83373f	6	making	22	28	7	stations	amod
1124287	b1c3b5c1-7f52-4541-a4b0-3e5c1a83373f	7	stations	29	37	3	be	nsubj
1124287	b1c3b5c1-7f52-4541-a4b0-3e5c1a83373f	8	,	37	38	7	stations	punct
1124287	b1c3b5c1-7f52-4541-a4b0-3e5c1a83373f	9	with	39	43	11	glasses	case
1124287	b1c3b5c1-7f52-4541-a4b0-3e5c1a83373f	10	Groucho	44	51	11	glasses	compound
1124287	b1c3b5c1-7f52-4541-a4b0-3e5c1a83373f	11	glasses	52	59	7	stations	nmod
1124287	b1c3b5c1-7f52-4541-a4b0-3e5c1a83373f	12	,	59	60	14	masks	punct
1124287	b1c3b5c1-7f52-4541-a4b0-3e5c1a83373f	13	foam	61	65	14	masks	compound
1124287	b1c3b5c1-7f52-4541-a4b0-3e5c1a83373f	14	masks	66	71	11	glasses	conj
1124287	b1c3b5c1-7f52-4541-a4b0-3e5c1a83373f	15	,	71	72	16	sequins	punct
